BSD,ID BSD,GeoServer,ID GeoServer
CIRCULATION DOUCE,308,DDT 47 - Routes à Grande Circulation,FeatureTypeInfoImpl-4d526dfe:149f0c00e2c:7695
ZONES D'ACTIVITES,311,CC Montesquieu - Zones d'activités,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1e
CONTOUR ASA IRRIGATION,324,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
ZONAGES D'URBANISME,358,Urbanisme - 33 - Zonages urbanisme,FeatureTypeInfoImpl-2c34a65b:13f9e7c9256:f17
PLANTATION ARBRE,427,Commune de Mézin - Plantation à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-3864
ORTHO DRONE,3351,CA Cote Basque Adour - Ortho 2011 2,5m,CoverageInfoImpl-381b45bf:144f98e152b:-74d5
SCOT - MODE GESTION ESPACES PROCHES RIVAGE,3388,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
SCOT - PRESERVER CAPITAL NATURE TERRITOIRE,3391,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
SCOT - PERIMETRE,3389,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
SCOT - MODELE URBAIN ECONOME EN RESSOURCES,3390,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
LA VALIDATION DES ACQUIS DE L'EXPERIENCE : ENSEIGNEMENT SUPERIEUR,3662,CA Cote Basque Adour - Enseignement,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c1
ENSEIGNEMENT PRIVE SOUS CONTRAT ET HORS CONTRAT,3444,CA Cote Basque Adour - Enseignement,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c1
SCOT AGGLO DE BAYONNE ET SUD LANDES : OCS A GRANDE ECHELLE 2000-2009,3465,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CONTOUR DE LA ZONE MASSIF,568,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
CONTOUR DES POLES TOURISTIQUES,571,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
CONTOUR VALLEES PYRENEENNES,576,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
BARRAGES PYRENEENS,583,DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d
OUVRAGES D'ART,588,SIAEPA de La Brède - Ouvrages de défense incendie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f32
UNITE TERRITORIALE,631,Chambre agriculture 33 - Plan d'action territoriale Engranne,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:1775
REFERENTIEL METIER GRANDE ECHELLE DU GIP,769,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
SITE CARTOGRAPHIQUE DU GIP ATGERI - PIGMA,828,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
CADASTRE BIDOS,912,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE ESCOU,913,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE AGNOS,923,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
PLU BIDOS,926,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
PLU ESCOU,927,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
CARTOGRAPHIE AGGLO D'AGEN,968,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CARTOGRAPHIE AGGLO DE PAU,979,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
VALIDATION SITE PROXIMITE AUTOMOBILE : AGGLO PALOISE,980,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CARTOGRAPHIE AGGLO DE PERIGUEUX,981,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
EVALUATION ENVIRONNEMENTALE DES SCENARIOS DU PDU : AGGLO PERIGOURDINE,983,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CARTOGRAPHIE AGGLO DE MONT-DE-MARSAN,986,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CARTOGRAPHIE AGGLO DE BERGERAC,991,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
CARTOGRAPHIE AGGLO D'ARCACHON,999,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
OFFRE TOURISTIQUE,1021,CE24 - Exploitations à vocation touristique,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4c64
CARTE COMMUNALE,1034,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
PRECARITE - PAUVRETE : AGGLO BORDELAISE,1080,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
ZONAGES D'URBANISME VALIDES,1158,Urbanisme - Landes Zonages,FeatureTypeInfoImpl--69a2e1b0:143720ddf42:-3f9b
SCOT PERIGUEUX ET LIBOURNE,1164,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
ETABLISSEMENT ENSEIGNEMENT CONDUITE AUTOMOBILE ET SECURITE ROUTIERE,1182,CA Cote Basque Adour - Enseignement,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c1
SCOT PERIMETRES,1344,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
ZONES LEADER,1585,CR Aquitaine - Programmes LEADER 2014/2020,FeatureTypeInfoImpl-19097143:153501da07d:-387b
CONTOUR DU MASSIF DES PYRENEES - FRANCE,1586,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
SUIVI DES METAUX LOURDS : AGGLO BAYONNE,1659,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
SUIVI DES METAUX LOURDS : AGGLO BORDELAISE,1664,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
DONNEES STAT : CONTOUR GEOGRAPHIQUE DU TERRITOIRE - IRIS 2008,1788,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
DONNEES STAT : CONTOUR GEOGRAPHIQUE DU TERRITOIRE - ILOT 1999,1840,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
ETABLISSEMENTS MEDICO-SOCIAUX,2071,ARS - Etablissements médico-sociaux,FeatureTypeInfoImpl-f93348d:15143422d5c:35d6
GDON - GROUPEMENTS DE DEFENSE CONTRE LES ORGANISMES NUISIBLES,2115,SDIS -  Groupements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5a
SCOT ET PAYS EN 2011,2127,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
POINTS COTES,2183,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
PPRIF - ZONAGE,2704,CDC Piémont Oloronais - Repérage Général Zonage,FeatureTypeInfoImpl-2245790e:1419d048044:179
OCA : DIGITALISATION DU CONTOUR DES PLAGES SUR LES ORTHO 2000,2903,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
PLU AGNOS,3109,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
CONTOUR DES ZONES D'ACTIVITES,3167,CDC du Mézinais - Contour IGN,FeatureTypeInfoImpl--3ce68516:141a7919477:-5bf4
SCOT : AVANCEMENT PROCEDURE,3188,DDT 47 - scot,FeatureTypeInfoImpl-4d526dfe:149f0e6e556:-7d4e
SITES GERES,3242,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
ETUDE : CULTURE,3572,IGN BD TOPO - PAI culture loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7a
ETUDE : ENTREPRISES,3573,CE24 - entreprises des zones activités,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4cc6
LIMITES AGGLO SUR RR DU DEPARTEMENT,3984,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
AGGLO 3D - MODELISATION 3D NON TEXTUREE 2012,4031,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
AGGLO 3D - MODELISATION 3D TEXTUREE 2012,4032,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
LIMITES AGGLO SUR RR DU DEPARTEMENT,4205,CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510
ETABLISSEMENTS RELEVANT DE LA REGLEMENTATION ICPE (REGIMES A+E),4323,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
ETABLISSEMENTS RELEVANT DE LA REGLEMENTATION ICPE (REGIMES DC+D),4324,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
NOUVELLE-AQUITAINE : BARRAGES - LOCALISATION,4400,DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d
RESEAU ELECTRIQUE SOUTERRAIN,4468,RTE - Réseau électrique souterrain,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3b27
POINT EAU NATUREL,49,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ZNIEFF 1,80,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
ZNIEFF 2,81,Emissions des Scopes 1 et 2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-593a
FORAGE DFCI,137,ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290
POTEAU RELAIS,140,Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba
LYCEES PUBLICS,153,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
RESERVE CHASSE,189,Commune de Mézin - Emplacement Reserve,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-39a4
PPR - ENJEUX,213,ARS - PPR 24 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-3b99
ZONE BRULEE,218,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
SCAN DEPARTEMENTAL,264,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
POINT D EMBARQUEMENT ET DE DEBARQUEMENT,304,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
USAGES NAUTIQUES,346,CG 24 - Sites d'activités Nautiques,FeatureTypeInfoImpl-7e125c65:133a1446f48:-72fc
DEGATS AGRICOLES,375,DDTM40 - Zones agricoles défavorisées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d94
PK FERRES,386,SDIS 64 - PK route,FeatureTypeInfoImpl-66e41bb3:13f52bcea4e:-358
AGENCE ONF,442,ONF - Forêts relevant du régime forestier,FeatureTypeInfoImpl--2f77feef:134c1e338be:5417
HALTES NAUTIQUES,542,CG 24 - Sites d'activités Nautiques,FeatureTypeInfoImpl-7e125c65:133a1446f48:-72fc
BIBLIOTHEQUES MUNICIPALES ET DEPARTEMENTALES AQUITAINE,550,PNR LG - Bibliotheques,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6fae
CHATEAUX PYRENEENS,584,PNR LG - Chateaux,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6e94
RESEAU HAUT DEBIT,619,CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8
RESEAU FERRE - POINT D ACCES (RGI),721,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
RESEAU FERRE - POINT KILOMETRIQUE (RGI),737,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2008,753,DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94
FOYERS LUMINEUX,765,SDEE 47 - Points lumineux du réseau d’éclairage public,FeatureTypeInfoImpl--2c09ce2b:13b94940983:-741e
CADASTRE ANCIEN,766,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
SCAN DEPARTEMENTAL : GIRONDE,881,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN DEPARTEMENTAL : LANDES,882,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN DEPARTEMENTAL : DORDOGNE,885,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN DEPARTEMENTAL : LOT ET GARONNE,888,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 50 : GIRONDE,889,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 50 : LANDES,890,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
CADASTRE ESCOUT,914,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE GALGON,1028,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
SCAN DEPARTEMENTAL : PYRENEES ATLANTIQUES,1033,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
ZONES INTERVENTION SERVICES DE SANTE AU TRAVAIL / ADRESSE POINT ACCUEIL,1102,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ZONES DES MAISON DE L'EMPLOI (MDE) / ADRESSE POINT ACCUEIL,1103,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ZONES DES MISSIONS LOCALES / ADRESSE POINT ACCUEIL,1107,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
VOIRIE : NUMERO,1208,Commune de Mézin - Voirie à prévoir,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-385b
ROUTES DEPARTEMENTALES,1270,CG 64 - Routes départementales,FeatureTypeInfoImpl--19dd5131:13b23707cad:-68b6
POSTE SOURCE,1287,ERDF - Poste électrique,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d0f
PRELEVEMENT EAU MILIEU NATUREL - POINT,1324,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
GESTION DECHETS : POINT D'APPORT VOLONTAIRE/BORNE - VERRE/PAPIER,1349,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT DE COTE EN ALTITUDE,1416,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
BATIMENT PUBLIC,1419,PCI vecteur 64 - Batiment (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7e92
PRELEVEMENT EAU PR IRRIGATION AGRICOLE - POINT,1515,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
RN 113 - EVOLUTION,1522,GeoTransfert - Evolution du trait de côte entre 2010 et 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-3b08
BANQUE DU SOUS SOL : SEMIS DE POINT BSS > 4000000e,1623,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
ORTHO 20 CM : 2001,1815,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
ORTHO 20 CM : 2004,1816,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
ROUTES : BORNAGE,2078,CG64 - Bornage route,FeatureTypeInfoImpl-52f4f10e:137bcd6e4e0:-6ab4
LOCAUX TECHNIQUES,2155,CG 64 - Agences techniques départementales,FeatureTypeInfoImpl--25d11048:13b23a094ec:-7fda
DOCUMENTS HISTORIQUES,2159,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
CHIMIE : POINT D'ANALYSES,2195,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POS LANTON,2209,CDC Val d'Albret - Zonage POS de Vianne,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f7
OCA : POINT DE REPERES COTES DE L'IGN,2852,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
PRODUCTEURS BIO : 64,3137,AUDAP - Producteurs biologiques des Pyrénées-Atlantiques,FeatureTypeInfoImpl--526cedd4:143d44cfa20:8f
RESEAU RTE,3205,ERDF - Poste de transformation RTE - ERDF,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d35
ECOLES : PRIMAIRES,3683,CA Cote Basque Adour - Maternelles et Primaires,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c3
LYCEES (33),3857,SMEAG -  Station de suivi du bouchon vaseux à Portets (33),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fb2
SAECB - HYDRANTS RESEAU EAU,4119,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
POINT DE MESURE OUVRAGE ART DE VOIRIE,4183,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT DE PURGE RESEAU DE CHALEUR,4184,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT DE VIDANGE RESEAU DE CHALEUR,4185,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT INTERET BOUCLE VERTE,4186,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT CANEVAS PLANIMETRIQUE ET ALTIMETRIQUE,4187,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
POINT FIXE RESEAU CHALEUR,4188,SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8
LIAISONS DOUCES,4343,CG 64 - Liaisons entre sentiers du Plan Local de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e8d
GIRONDE : CAMPINGS A RISQUES,4351,DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94
TOUR DE GUET,11,SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58
GESTION DECHETS : REJETS STATIONS D EPURATION (STEP),56,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
PARKING RELAIS,100,Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba
PK ROUTIER,102,SDIS 64 - PK route,FeatureTypeInfoImpl-66e41bb3:13f52bcea4e:-358
PLANS URGENCE,123,CG 64 - Point de départ des Plans Locaux de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e8f
EQUIPEMENTS SOCIAUX,150,SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c
SITES CLASSES,224,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
SITES INSCRIT,225,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
STATIONS MESURES QUALITE EAU - RESEAU DE REFERENCE,275,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
RESERVE CONTRACTUELLE,282,FD chasse 33 - Réserve contractuelle,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd4
STATIONS DE MESURES HYDROMETRIQUES - RESEAU PRINCIPAL,294,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS AGROMETEO,367,Chambre agriculture 64 - Stations agrométéo,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc8
TRAIT DE COTE,420,GeoTransfert - Annotations géographiques du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-3a00
PAYS SUR WEB,465,CDC Sud Pays Basque - Circuit Pedestre,FeatureTypeInfoImpl-66c2438:1379db69c9e:-7206
LOUEURS ET REPARATEURS,3355,SMAVLOT - Loueurs et réparateurs,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-33f7
SITES GERES : 2013,3375,CEN Aquitaine - Sites gérés en 2012,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:52cb
RESEAU TRANSPORT GAZS,564,GRDF - Réseau de transports gazs,FeatureTypeInfoImpl--60870653:141bb06f07b:-7f6f
GESTION DECHETS : STATIONS D EPURATION (STEP),628,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
TRAFIC FERROVIAIRE,651,RFF - Trafic TER,FeatureTypeInfoImpl--60870653:141bc392aa4:-4b97
RISQUE MILDOU DE LA VIGNE MODELISEE 2010,691,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
STATIONS MESURES QUALITE EAU - RESEAU DE CONTROLE OPERATIONNEL,706,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS MESURES QUALITE EAU - RESEAU COMPLEMENTAIRE AGENCE,714,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS MESURES QUALITE EAU - RESEAU COMPLEMENTAIRE DEPARTEMENTAL,715,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS DE MESURES HYDROMETRIQUES - RESEAUX SECONDAIRES,719,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
RECENSEMENT SITES WEB DES HOTELS EN AQUITAINE 2008,754,SDIS 47 - ERP  Hotels,FeatureTypeInfoImpl--158b7952:14c4ba4b95f:-5501
PAYS DU MEDOC,795,DREAL - Doc urbanisme Nord Medoc (Prescriptions L),FeatureTypeInfoImpl--3b70f1bd:139d81f8018:44b9
CADASTRE HERRERE,917,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE LEDEUIX,919,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE MOUMOUR,920,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
PLU LEDEUIX,928,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
PLU MOUMOUR,929,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
GESTION LOUVETERIE,954,DDTM40 - territoire lieutenant de louveterie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d88
STATIONS SUIVI QUALITE EAU,963,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS MESURES QUALITE AIR : AQUITAINE,966,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
SUIVI DES METAUX LOURDS : AQUITAINE 2010,1009,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
STATION SECHAGE,1046,CDC Piémont Oloronais - Station de pompage,FeatureTypeInfoImpl-2245790e:1419d048044:2c0d
SENTIER LITTORAL,1148,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
LOCALISANTS ALERT-C,1149,BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659
ETABLISSEMENT DE NUIT,1168,CA Cote Basque Adour - Etablissement Handicap Habitat,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64bb
EQUIPEMENTS PUBLICS,1413,SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c
CAMPING : EMPRISE,1514,SIRTAQUI - Aires de camping cars,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45e4
STATIONS NORDIQUES DES PYRENEES,1579,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS DE SKI DES PYRENEES,1580,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS GRAVIMETRIQUES,1647,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS GRAVIMETRIQUES EMPRISE PETITE ECHELLE,1648,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
STATIONS DE SUIVI PISCICOLE,1687,SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783
RECENSEMENT DES SITES WEB DES DOMAINES VITICOLES DO 2010 : ESPAGNE-ARC ATLANTIQUE,1727,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
RECENSEMENT DES SITES WEB DES CAVES COOPERATIVES AOC 2010 : FRANCE-ARC ATLANTIQUE,1728,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
RECENSEMENT DES SITES WEB DES DOMAINES VITICOLES 2010 : PORTUGAL-ARC ATLANTIQUE,1729,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
RECENSEMENT DES SITES WEB DES NEGOCIANTS AOC 2010,1730,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
RECENSEMENTS DES ETABLISSEMENTS TIC 2010 : MIDI-PYRENEES,1769,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
RECENSEMENTS DES SITES WEB TIC 2010 : MIDI-PYRENEES,1770,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
IRRIGATION COLLECTIVE : BRANCHEMENTS,1865,SDCI 47 - Branchements,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4793
LOGEMENTS NEUFS COLLECTIFS POUR 2010,1944,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
