GeoServer,ID GeoServer,BSD,ID BSD
Urbanisme - Pyrénées-Atlantiques Informations ponctuels,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:59f2,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Informations surfaciques,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:59fc,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Prescriptions linéaires,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:5d1c,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Prescriptions ponctuelles,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:5d2d,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Prescriptions surfaciques,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:5d49,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Zonages,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:63bd,DOCUMENT URBANISME,522
Urbanisme départemental - Informations ponctuels de la Dordogne,FeatureTypeInfoImpl--a228572:14855ccf5cb:-677f,DOCUMENT URBANISME,522
Urbanisme départemental - Informations surfaciques de la Dordogne,FeatureTypeInfoImpl--a228572:14855ccf5cb:-6751,DOCUMENT URBANISME,522
ARS - Etablissements de santé,FeatureTypeInfoImpl-f93348d:1514378713f:22b,ETABLISSEMENTS DE REANIMATION,3335
CDC Piémont Oloronais - AEP Canalisation,FeatureTypeInfoImpl-2245790e:1419cd6c249:-504f,ASSAINISSEMENT COLLECTIF : CANALISATION ASSAINISSEMENT COLLECTIF,1671
SIAEPA de La Brède - Stations d'épuration,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f38,STATIONS AGROMETEO,367
EPIDOR - Bati ZI,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e1e,ABORDS MH BATI (R500M),1018
CDC Piémont Oloronais - Captage,FeatureTypeInfoImpl-2245790e:1419d048044:35,PERIMETRE DE PROTECTION DES SOURCES DE CAPTAGE D EAU,230
CDC Piémont Oloronais - Parcelle,FeatureTypeInfoImpl-2245790e:1419d048044:4a,PLAN CADASTRAL : FLECHE DE RATTACHEMENT D'UN NUMERO A LA PARCELLE CORRESPONDANTE,1798
CG 24 - Stations d'épuration,FeatureTypeInfoImpl-91f625d:140546729a4:3b11,STATIONS AGROMETEO,367
CG33 - Stations d'épuration,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-5fa5,STATIONS AGROMETEO,367
SMBV des Lacs du Born - Lagunes,FeatureTypeInfoImpl--658a4c7:14bff20bba5:-cb4,LACS PYRENEENS,582
SMBV des Lacs du Born - Forêts dunaires de la Teste de Buch,FeatureTypeInfoImpl--39f1150e:152697fae62:42df,LACS PYRENEENS,582
SIRTAQUI - Activités,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4603,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SYSDAU -  Vue aérienne de l'estuaire 20cm,CoverageInfoImpl--47d4887d:1379cf28dc7:-77a1,EPAVES DE L'ESTUAIRE,3681
ARS - Ensemble des établissements (Réservé ARS),FeatureTypeInfoImpl-d69f80b:13d47f1264c:-7675,ENSEMBLE PAYSAGERS,3966
AT Enseignement - Ponctuel,FeatureTypeInfoImpl-5fe8c5c8:139e31faf8e:-7ffd,PAI : SCIENCE ET ENSEIGNEMENT,3398
SIBA - Stations d'épuration,FeatureTypeInfoImpl-b616f19:1370de390e3:4e1b,STATIONS AGROMETEO,367
ENSAP Bordeaux - Travaux des étudiants,FeatureTypeInfoImpl-4921a1c2:157dc25785b:-257f,TRAVAUX MARITIMES,2178
ENSAP Bordeaux - Travaux des étudiants travail,FeatureTypeInfoImpl--762e2069:151110c6cfe:-7430,TRAVAUX MARITIMES,2178
Cadaujac - Niveau acoustique des ICPE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f50,ICPE - INDUSTRIES,3593
GIP ATGeRi - OCS 2000 - Petite échelle,CoverageInfoImpl--bc07016:1571dfcfdde:-1484,OCS-CLC 2000 : 64,1391
CG33 - ZPENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-5fa2,RPG - REGISTRE PARCELLAIRE GRAPHIQUE / PARCELLES AGRICOLES,322
SIAEPA St Selve - Réseau eau potable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f78,RESEAU EAU POTABLE,636
SIRTAQUI - Résidences,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4509,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
Commissariat de Police Lot-et-Garonne,FeatureTypeInfoImpl--4ecb909f:15ad1288d87:4e46,PONTUEL COMMISSARIAT 47,4482
GIP ATGeRi - OCS 2000 Extension,FeatureTypeInfoImpl--16dc553b:15659e90e46:167a,OCS-CLC 2000 : 64,1391
GIP ATGeRi - OCS 2000 - Simplifié,FeatureTypeInfoImpl-319e43e6:156ea50447b:-2a2c,OCS-CLC 2000 : 64,1391
GIP LITTORAL - OCS grande échelle 2000,FeatureTypeInfoImpl--31e593a4:138fecfaf42:-7263,OCS-CLC 2000 : 64,1391
GPMB - Marégraphe,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:134,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
AT Enseignement - Surfacique,FeatureTypeInfoImpl--9344b3a:137c7794b0c:-7d5f,PAI : SCIENCE ET ENSEIGNEMENT,3398
Rectorat - Etablissements du 1er degré Novembre 2016,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d80,ETABLISSEMENTS DE DIALYSE,3338
SIAEP LALINDE - Purge de réseau,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fc1,RESEAU AEP : PURGE,1683
SIAEP LALINDE - Robinet du réseau d'Alimentation en Eau Potable,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fbf,RESEAU EAU POTABLE,636
SIAEP LALINDE - Vidange de réseau,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fb9,RESEAU AEP : VIDANGE,1682
CA Cote Basque Adour - ER Large Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-49e4,SCOT AGGLO DE BAYONNE ET SUD LANDES : OCS A GRANDE ECHELLE 2000-2009,3465
Cadaujac - Espaces boisés classés,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1a,ESPACES BOISES CLASSES,2689
CG 24 - Arrêts de bus scolaires,FeatureTypeInfoImpl-3bfe5701:132aac45f9e:-7dda,ETABLISSEMENTS SCOLAIRES PUB ET PRI DU 1ER DEGRE,762
EPIDROPT - Etat de la rypisylve V3,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea2,ETAT COURS D'EAU,1023
EPIDROPT - Etat de la rypisylve V4,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb8,ETAT COURS D'EAU,1023
EPIDROPT - Etat de la rypisylve V5,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eae,ETAT COURS D'EAU,1023
SIRTAQUI - Itinéraires,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4553,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Thermalisme,FeatureTypeInfoImpl-2527ec67:1506121d7ae:3466,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
EPIDROPT - Etat de la rypisylve V5ro,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eaa,ETAT COURS D'EAU,1023
EPIDROPT - Etat de la rypisylve V1,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ebe,ETAT COURS D'EAU,1023
EPIDROPT - Etat de la rypisylve V2,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea0,ETAT COURS D'EAU,1023
GIP ATGeRi - Balises littorales,FeatureTypeInfoImpl-12ecc7c3:142098dc6ed:-2237,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
GPMB - Appontement,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8da,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
INOC - Toponymes Occitans,FeatureTypeInfoImpl-36b5020a:142943853a4:2c69,BD CARTO : T. TOPONYMES,1061
PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60,LAGUNES 33 : INVENTAIRE,295
SDIS 47 - ERP Plein air (PA),FeatureTypeInfoImpl-328c2f39:15336fff100:-345d,INTERRUPTION TERRE PLEIN CENTRAL AUTOROUTE,616
SMAVLOT - Etat des ripisylves en 2010,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-3bf2,ETAT COURS D'EAU,1023
ALPI - Autres organismes adherents,FeatureTypeInfoImpl--5eb5aa40:14f414a44cd:-428f,ORGANISMES TOURISTIQUES,3753
ARS - Captages des Pyrénées-Atlantiques,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fbb,CAPTAGES PRIORITAIRES,1180
Chambre agriculture 64 : Siège des exploitations en 2008,FeatureTypeInfoImpl-1ebfe66c:135e213352e:-4f64,POP PAR IRIS 2008,2033
ARS - Captages du Lot-et-Garonne,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:7427,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LOT-ET-GARONNE,3393
CA Cote Basque Adour - Enseignement Supérieur,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c9,PAI : SCIENCE ET ENSEIGNEMENT,3398
CDC Piémont Oloronais - Périmètre Imedia Projet,FeatureTypeInfoImpl-2245790e:1419cd6c249:-2c03,PROJET : PNR DU MEDOC,3883
Activités, hébergements et organismes - Accès Vélo,FeatureTypeInfoImpl--235b6150:150dc86d602:4fd8,ORGANISMES TOURISTIQUES,3753
GPMB - Chenal de Blaye,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8b2,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
GPMB - Epaves de zones,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-877,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
GPMB - Postes des quais,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:1fc,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
IGN - SCAN1000 N&B,CoverageInfoImpl-2760fd63:1439611f8f7:6cc5,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
RFF - Projet LGV GPSO 1000m,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6e,PROJET : PNR DU MEDOC,3883
SRCE - Co Multi sous-trames,FeatureTypeInfoImpl-4d80d622:153a95f4937:-2894,ECOLES MULTI SPORTS,1329
SRCE - OA Réservoirs de Biodiversité sans objectif,FeatureTypeInfoImpl-4d80d622:153a8c77372:-4be4,TERRITOIRE OBJECTIF 2,196
CE24 - Structures d'accueil,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e92,OFFRE D'ACCUEIL ENFANCE,2072
DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a,GROUPEMENT TERRITORIAL SP,25
Dreal - TRI - Bati - Subm,FeatureTypeInfoImpl-749b820c:14d29c62d9d:25bb,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
GPMB - Chenal de navigation,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8a7,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
SRCE_2014_Co Systèmes bocagers,FeatureTypeInfoImpl--1349261:1431092c4c4:6097,SRCE / MILIEUX SOUS TRAMES : BOCAGERS,2645
SRCE_2014_RB Systèmes bocagers,FeatureTypeInfoImpl--1349261:14310b86ff0:-10c7,SRCE / MILIEUX SOUS TRAMES : BOCAGERS,2645
SRCE - RB Multi sous-trames,FeatureTypeInfoImpl-4d80d622:153a96ad79d:7a7,ECOLES MULTI SPORTS,1329
SYSDAU - Périmètre du SYSDAU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de4,PÉRIMÈTRE DES AVIS AUTORITÉ ENVIRONNEMENTALE (AE) SUR LES PROJETS EN AQUITAINE,2576
ALPI - Prestations aux adhérants,FeatureTypeInfoImpl-85deced:15187b4b383:3a8d,BENEFICIAIRES DES PRESTATIONS LEGALES,1234
ALPI - Prestations aux adhérents bis,FeatureTypeInfoImpl--41c42a6d:151681eb580:713b,BENEFICIAIRES DES PRESTATIONS LEGALES,1234
SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
DDTM40 - Aires géographiques IGP,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8e,AIRES DE CAMPING-CAR,1459
DREAL - Tronçons de digue,FeatureTypeInfoImpl-328c2f39:15336bf66bf:5d26,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
SRCE - EF Autoroutes ou ""type autoroutier"",FeatureTypeInfoImpl--1e4c652c:152fa292e35:-485e,SRCE / PASSAGES FAUNE,2628
SRCE - OA Réservoirs de Biodiversité à préserver,FeatureTypeInfoImpl-4d80d622:153a8be2757:-52f6,SRCE / PASSAGES FAUNE,2628
SRCE - RB Enjeu chiroptères,FeatureTypeInfoImpl--1349261:14310b86ff0:14e,SRCE / PASSAGES FAUNE,2628
SYSDAU - La Métropole nature,CoverageInfoImpl-35e7d5ee:1515ca42bc3:-926,SHOM - NATURE DES FONDS,1919
ARS - Chirurgie (réservé ARS),FeatureTypeInfoImpl-59b62a1c:15047e8ccc2:7353,ETABLISSEMENTS DE CHIRURGIE,3337
ARS - Dialyse (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:407,ETABLISSEMENTS DE DIALYSE,3338
ARS - Psychiatrie (réservé ARS),FeatureTypeInfoImpl-29107397:1504b94e0ea:3a0f,ETABLISSEMENTS AVEC PSYCHIATRIE,3587
ARS - Urgences (Réservé ARS),FeatureTypeInfoImpl-29107397:1504be48c1c:70d4,ETABLISSEMENTS AVEC URGENCES,3340
CDC Penne d'Agenais - ZU de Tremons,FeatureTypeInfoImpl-2245790e:1419dadf6d9:7636,CARTE COMMUNALE TREMONS,2609
Parcelles propriétés de l'Etat,FeatureTypeInfoImpl--76c7d698:137e60cb194:7992,PARCELLES DES SITES ENS 2011,3996
CA Cote Basque Adour -  Collèges et Lycées,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64d4,CHASSE  CLOTUREE,199
CA Grand Dax - Réseau Couralin,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-5426,RESEAU DE TRANSPORT - COURALIN,3372
CDC Piémont Oloronais - Périmètre Collectif,FeatureTypeInfoImpl--5d24cb91:137c9d21959:-4fbc,TRANSPORT COLLECTIF : DEPOTS,1426
CDC Penne d'Agenais - ZU Auradou,FeatureTypeInfoImpl-2245790e:1419dadf6d9:407c,CARTE COMMUNALE AURADOU,2605
CDC Penne d'Agenais - ZU Massoules,FeatureTypeInfoImpl-2245790e:1419dadf6d9:408b,CARTE COMMUNALE MASSOULES,2607
SIRTAQUI - Meubles classés,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-454c,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
CDC Penne d'Agenais - ZU Dausse,FeatureTypeInfoImpl-2245790e:1419dadf6d9:4089,CARTE COMMUNALE DAUSSE,2606
DRAC - Service d'Archives,FeatureTypeInfoImpl--15513d29:1338db5f360:-7bcb,DIFFERENT NIVEAU SERVICE DSL SUR TERRITOIRE,508
DRJSCS  - RES - ERP de type L,FeatureTypeInfoImpl--158b7952:14c4be63ca3:433d,CHASSE  CLOTUREE,199
FD pêche 33 - Contextes piscicoles,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dac,ETUDE POTENTIALITES PISCICOLES AFFLUENTS (MIGRATEURS AMPHIBIENS),3560
SMEAG -  Gravières: activité en 1999,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7faa,CHASSE  CLOTUREE,199
SMEAG -  Ripisylves et essences,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f92,CHASSE  CLOTUREE,199
SMEAG -  Plantations de peupliers et de pommiers,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f94,CHASSE  CLOTUREE,199
SMAVLOT - Campings véloroute,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-3c04,GIRONDE : CAMPINGS A RISQUES,4351
SMEAG -  Falaises: hauteur, longueur et rive,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa2,CHASSE  CLOTUREE,199
ARS - Surveillance continue (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:ebc,PLAGES : SURVEILLANCE SANITAIRE,2179
CA Grand Dax - Arrêts Couralin,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-554b,RESEAU DE TRANSPORT - COURALIN,3372
EPIDROPT - Végétation aquatique vaq_p,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb4,RIPISYLVE : VEGETATION AQUATIQUE (vaq, vaq_p),1696
RFF - Réseau ferré Aquitain et Poitou-Charentes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d68,BD ORTHO 5M - 2014 : POITOU-CHARENTES,4447
GeoTransfert - Sorties de baïnes,FeatureTypeInfoImpl--6793a5a7:14183a422ac:5e55,TRACES SORTIES GRAND PUBLIC,773
GPMB - Circonscriptions,FeatureTypeInfoImpl--3e77d70f:141973dd3d9:-3b80,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
CDC Estuaire - Observations ornithologique,FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f60,NATURA 2000 : SITES OBSERVATIONS ORNITHOLOGIQUES,667
CG 64 - Grands itinéraires de randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e99,GRANDS SITES INDUSTRIELS,63
SIRTAQUI - Activités de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45ff,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Villages de vacances,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44c1,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
DDTM 33 - Périmètres EPCIFP,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e8c,EPCIFP : PERIMETRE EPCI A FISCALISATION PROPRE,1541
SIRTAQUI - Meubles labellisés,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4547,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Organisme de tourisme,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4542,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Sites de dégustations,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44d0,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Aires de camping cars,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45e4,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
RFF - Traversée voie piétons,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d62,RESEAU FERRE - TRAVERSEE VOIE PIETONS (RGI),728
SRCE_2014_Co Boisements de conifères et milieux associés,FeatureTypeInfoImpl--1349261:1431092c4c4:6090,REGLEMENTATION SUR BOISEMENTS,1199
SRCE_2014_RB Boisements de conifères et milieux associés,FeatureTypeInfoImpl--1349261:14310b86ff0:-1085,REGLEMENTATION SUR BOISEMENTS,1199
EPIDOR - Périmètre reconnus des EPTB,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e1c,AIRE D'INTERVENTION DES EPTB,317
CA Grand Dax - Réseau navettes,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-4d87,CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541
SIAEPA de La Brède - Réseau d'eaux usées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f0a,PLU RÉVISÉ DE LA BRÈDE - 33213,2403
SIRTAQUI - Equipements de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-457c,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Patrimoine Culturel,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4521,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
EPIDROPT - Végétation aquatique vaq,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea6,RIPISYLVE : VEGETATION AQUATIQUE (vaq, vaq_p),1696
CC Montesquieu - Arrêts de bus pour les collèges et les lycées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1c,PRÊT TAUX ZERO POUR 2008,1942
EURATLANTIQUE - Périmètre de l'OIN,FeatureTypeInfoImpl--21535270:133b13cd29b:-777a,PÉRIMÈTRE DES AVIS AUTORITÉ ENVIRONNEMENTALE (AE) SUR LES PROJETS EN AQUITAINE,2576
GeoTransfert - Barres intertidales,FeatureTypeInfoImpl--6793a5a7:14183a422ac:5c50,OCA : MESURES DE REFLECTANCE - ZONES INTERTIDALES DE LA HUME, DE L'ESTEY NEUF ET D'ANDERNOS,2939
GIP ATGeRi - Remontés mécaniques,FeatureTypeInfoImpl-12ecc7c3:14208db36fc:5946,REFERENTIEL METIER GRANDE ECHELLE DU GIP,769
GPMB - Limite Transversale de la mer,FeatureTypeInfoImpl-231d93e3:141a274342b:39cd,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
RFF - Description du régime d'exploitation,FeatureTypeInfoImpl--60870653:141bc392aa4:-68f3,Voirie : description du statut des voies,4494
Cadaujac - Niveau acoustique d’évaluation jour-soirée-nuit > 73DB,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f34,PLANS D'EAU > 1 000 M²,936
Cadaujac - Niveau acoustique d’évaluation nocturne > 65DB,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f48,PLANS D'EAU > 1 000 M²,936
Dreal-TRI-Etablissements installations sensibles - Debord,FeatureTypeInfoImpl-75428ea9:14d4242e6c2:-6f4c,ZONES SENSIBLES AUX POLLUTIONS,271
Dreal-TRI-Etablissements installations sensibles - Subm,FeatureTypeInfoImpl-75428ea9:14d43502664:6b23,ZONES SENSIBLES AUX POLLUTIONS,271
Dreal-TRI-Proba crue faible-Debord,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-57e4,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Fort-Debord,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-5740,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Moy-Debord,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-576c,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Faible-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-5633,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Fort-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55e7,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Moy av chgt climat-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55cf,ZONES D EXPANSION DE CRUE,608
Dreal-TRI-Proba crue Moy-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55e1,ZONES D EXPANSION DE CRUE,608
Cadaujac - Réseau d'eaux usées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f06,CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541
SIRTAQUI - Itinéraires cyclables,FeatureTypeInfoImpl-2df639e5:155348114cd:-7de9,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SRCE_2014_RB Milieux rocheux d'altitude,FeatureTypeInfoImpl--1349261:14310b86ff0:187,MILIEUX NATURELS REMARQUABLES,964
Cadaujac - Niveau acoustique d’évaluation jour-soirée-nuit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f02,COURBES DE NIVEAU MNT EN 2001,4081
CE24 - Circuits de randonnées équestres,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e94,GESTION DECHETS : CIRCUITS DE COLLECTE,1350
DREAL - Réseau de référence (RREF),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d00,CARTE DE BRUIT STRATÉGIQUE LDEN RÉSEAU ROUTIER DE DAX,2541
Cadaujac - Niveau acoustique d’évaluation nocturne LN,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f2c,COURBES DE NIVEAU MNT EN 2001,4081
Saisie commentaires (surface),FeatureTypeInfoImpl-3426f983:13ab64124df:-24bc,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
SIRTAQUI - Hébergements collectifs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4564,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Chambres d'hotes déclarées,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45cb,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Pistes cyclables Euroziklo,FeatureTypeInfoImpl-11802f3b:14a1069fcee:-3c2a,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SIRTAQUI - Pistes cyclables Velodyssee,FeatureTypeInfoImpl-11802f3b:14a1069fcee:-39c4,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
SRCE_2014_EF_IT Autoroutes ou type ""autoroutier"",FeatureTypeInfoImpl-181e9ded:14366cedb7e:2fda,TYPE DE MODELISATION MALADIE VIGNE,610
SRCE_2015_RB_MOSO Pelouses et prairies d'altitude,FeatureTypeInfoImpl--1349261:14310b86ff0:-f50,INVENTAIRE DE PELOUSES ET LANDES CALCAIRES,544
DREAL - Réseau de Contrôles Opérationnels (RCO),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5d0a,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
EPIDROPT - Espèce indésirable dominante RFA_P,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb6,RIPISYLVE : ESPECES INDESIRABLE DOMINANTE (Pe_l, Pe_p, RFA_l, RFA_p),1694
EPIDROPT - Espèce indésirable dominante Pe_I,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ec2,RIPISYLVE : ESPECES INDESIRABLE DOMINANTE (Pe_l, Pe_p, RFA_l, RFA_p),1694
Dreal-TRI-Hauteur eau Aléa Faible Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d6640074d:-5fe6,PLANTE RENOUEE DU JAPON : ZONE DE FAIBLE PRESENCE,3201
Dreal-TRI-Hauteur eau Aléa Forte Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d664b35cf:66a1,PLANTE RENOUEE DU JAPON : ZONE DE FORTE PRESENCE,3200
EPIDROPT - Espèce indésirable dominante Pe_p,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea8,RIPISYLVE : ESPECES INDESIRABLE DOMINANTE (Pe_l, Pe_p, RFA_l, RFA_p),1694
EPIDROPT - Espèce indésirable dominante RFA_I,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ec0,RIPISYLVE : ESPECES INDESIRABLE DOMINANTE (Pe_l, Pe_p, RFA_l, RFA_p),1694
